odiNumber,manufacturer,crash,fire,numberOfInjuries,numberOfDeaths,dateOfIncident,dateComplaintFiled,vin,components,summary,type,productYear,productMake,productModel
11512767,"Chrysler (FCA US, LLC)",False,False,0,0,2022-06-15,2023-03-20,1C4HJXDN4MW,VISIBILITY,"The contact owns a 2021 Jeep Wrangler. The contact stated that while operating the vehicle, the engine fan would suddenly turn on and the engine temperature gauge would rise with the message that the engine had overheated. The contact stated that during the failure the vehicle would suddenly decelerate to protect the engine. The vehicle was taken to the local dealer who indicated that the engine tubing was faulty. The vehicle was repaired but the failure persisted. The vehicle was taken back to the dealer who diagnosed that the water pump was faulty. The water pump was replaced but the failure continued. The contact stated that the rear driver’s side and passenger’s side window motors were faulty, and the window would not properly open and close. The manufacturer was not yet notified of the failures.  The failure mileage was 20,000.",Vehicle,2021,JEEP,WRANGLER
11512815,"Chrysler (FCA US, LLC)",True,False,3,0,2023-03-13,2023-03-20,1C4HJXDG8MW,AIR BAGS,I was involved in a car accident I was hit on the driver back side vehicle Jeep rolled over several times  no airbags deployed,Vehicle,2021,JEEP,WRANGLER
11512860,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-04,2023-03-20,1C4JJXP68MW,STEERING,Since November of 2022 the vehicle has been violently shaking in the steering wheel that occurs at speeds ranging from 50-70+ mph. It tends to happen on pavement change see such as bridges or potholes. The wheel shakes so violently that you need to slow to under 50 to get it to stop.  I have brought it to multiple dealerships. The first replaced the steering damper on 2/1/23 with the newest FCA approved Damper. Within about 2 weeks the issue returned and seemed worse. I brought it to the dealership who couldn't replicate the problem because their techs could not drive 70mph. Talked with jeep wave and opened a case with them and they advised to bring to a different dealer. Brought to new dealer who drove the vehicle and experienced the violent shaking. They removed the damper and reinstalled. A week later the issue has returned and another appointment has been made.  While traveling on the interstate this happened 7 times in 1 two hour trip. I had to pull over to the shoulder in traffic that many times which puts everyone in danger.  Jeep keeps claiming it's the steering damper that is the issue but even after replacing with the newest version this still happens.  It is very scary to have it happen randomly and puts everyone at risk at those speeds.  I was able to film it happening and have that video readily available. I keep bringing the vehicle back to the dealership but there has not been a fix as of yet. Please hold FCA accountable and help resolve this issue.,Vehicle,2021,JEEP,WRANGLER
11512860,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-04,2023-03-20,1C4JJXP68MW,SUSPENSION,Since November of 2022 the vehicle has been violently shaking in the steering wheel that occurs at speeds ranging from 50-70+ mph. It tends to happen on pavement change see such as bridges or potholes. The wheel shakes so violently that you need to slow to under 50 to get it to stop.  I have brought it to multiple dealerships. The first replaced the steering damper on 2/1/23 with the newest FCA approved Damper. Within about 2 weeks the issue returned and seemed worse. I brought it to the dealership who couldn't replicate the problem because their techs could not drive 70mph. Talked with jeep wave and opened a case with them and they advised to bring to a different dealer. Brought to new dealer who drove the vehicle and experienced the violent shaking. They removed the damper and reinstalled. A week later the issue has returned and another appointment has been made.  While traveling on the interstate this happened 7 times in 1 two hour trip. I had to pull over to the shoulder in traffic that many times which puts everyone in danger.  Jeep keeps claiming it's the steering damper that is the issue but even after replacing with the newest version this still happens.  It is very scary to have it happen randomly and puts everyone at risk at those speeds.  I was able to film it happening and have that video readily available. I keep bringing the vehicle back to the dealership but there has not been a fix as of yet. Please hold FCA accountable and help resolve this issue.,Vehicle,2021,JEEP,WRANGLER
11512609,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-14,2023-03-19,1C4JJXP60MW,ELECTRICAL SYSTEM,"2021 Jeep Wrangler Unlimited 4xe has now lost total power twice and had extreme 'Death Wobble' issues. In 08/2021, at approx 1,400 miles, the vehicle lost all power and control on the highway while going speed limit at 70 mph. The screen reported issue with electronic stability control system. It was a dangerous situation trying to move to the side of the highway with no power nor power steering. Once on the side, multiple warning lights were on and vehicle would not start but control lights remained on. I called the dealership/service department of South Point Dodge and their recommendation was to disconnect the battery connection to reset. I was driving from Houston so I was desperate to get the car to start as my family was waiting outside of the car on the highway as well. I reconnected battery terminal and was able to restart the vehicle. At around 12k miles, I started experiencing extreme Jeep Wobble  aka 'Death Wobble.' This occurred often while doing speed limit between 55-65 mph/higher on the highway and if vehicle hit a bump. The only way to stop the shaking was to slow down by braking to approximately 35-40 mph. In 02/2023, dealer changed out the 'dampners' and did update for electrical recall. On 03/14/2023, at approx 23k miles, the vehicle again lost complete power, would not restart and multiple warning lights came on. Control panel reported Electronic Stability Control Issue, Fuel Door Open when it physically was not, Vehicle in Drive while physically in park. Vehicle would not restart. Disconnected the battery terminal but this did not correct the issue. Vehicle was manually put into neutral to put onto tow truck. This vehicle has caused several life threatening concerns. Despite the recall fixes, the same issues continue to be present and long term solution is not available at this time. Had I known this Jeep would have such a dangerous electrical system that cannot be fixed, I wouldn't have purchased such an expensive, dangerous, worthless car.",Vehicle,2021,JEEP,WRANGLER
11512609,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-14,2023-03-19,1C4JJXP60MW,UNKNOWN OR OTHER,"2021 Jeep Wrangler Unlimited 4xe has now lost total power twice and had extreme 'Death Wobble' issues. In 08/2021, at approx 1,400 miles, the vehicle lost all power and control on the highway while going speed limit at 70 mph. The screen reported issue with electronic stability control system. It was a dangerous situation trying to move to the side of the highway with no power nor power steering. Once on the side, multiple warning lights were on and vehicle would not start but control lights remained on. I called the dealership/service department of South Point Dodge and their recommendation was to disconnect the battery connection to reset. I was driving from Houston so I was desperate to get the car to start as my family was waiting outside of the car on the highway as well. I reconnected battery terminal and was able to restart the vehicle. At around 12k miles, I started experiencing extreme Jeep Wobble  aka 'Death Wobble.' This occurred often while doing speed limit between 55-65 mph/higher on the highway and if vehicle hit a bump. The only way to stop the shaking was to slow down by braking to approximately 35-40 mph. In 02/2023, dealer changed out the 'dampners' and did update for electrical recall. On 03/14/2023, at approx 23k miles, the vehicle again lost complete power, would not restart and multiple warning lights came on. Control panel reported Electronic Stability Control Issue, Fuel Door Open when it physically was not, Vehicle in Drive while physically in park. Vehicle would not restart. Disconnected the battery terminal but this did not correct the issue. Vehicle was manually put into neutral to put onto tow truck. This vehicle has caused several life threatening concerns. Despite the recall fixes, the same issues continue to be present and long term solution is not available at this time. Had I known this Jeep would have such a dangerous electrical system that cannot be fixed, I wouldn't have purchased such an expensive, dangerous, worthless car.",Vehicle,2021,JEEP,WRANGLER
11512609,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-14,2023-03-19,1C4JJXP60MW,ENGINE,"2021 Jeep Wrangler Unlimited 4xe has now lost total power twice and had extreme 'Death Wobble' issues. In 08/2021, at approx 1,400 miles, the vehicle lost all power and control on the highway while going speed limit at 70 mph. The screen reported issue with electronic stability control system. It was a dangerous situation trying to move to the side of the highway with no power nor power steering. Once on the side, multiple warning lights were on and vehicle would not start but control lights remained on. I called the dealership/service department of South Point Dodge and their recommendation was to disconnect the battery connection to reset. I was driving from Houston so I was desperate to get the car to start as my family was waiting outside of the car on the highway as well. I reconnected battery terminal and was able to restart the vehicle. At around 12k miles, I started experiencing extreme Jeep Wobble  aka 'Death Wobble.' This occurred often while doing speed limit between 55-65 mph/higher on the highway and if vehicle hit a bump. The only way to stop the shaking was to slow down by braking to approximately 35-40 mph. In 02/2023, dealer changed out the 'dampners' and did update for electrical recall. On 03/14/2023, at approx 23k miles, the vehicle again lost complete power, would not restart and multiple warning lights came on. Control panel reported Electronic Stability Control Issue, Fuel Door Open when it physically was not, Vehicle in Drive while physically in park. Vehicle would not restart. Disconnected the battery terminal but this did not correct the issue. Vehicle was manually put into neutral to put onto tow truck. This vehicle has caused several life threatening concerns. Despite the recall fixes, the same issues continue to be present and long term solution is not available at this time. Had I known this Jeep would have such a dangerous electrical system that cannot be fixed, I wouldn't have purchased such an expensive, dangerous, worthless car.",Vehicle,2021,JEEP,WRANGLER
11512236,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-01,2023-03-16,1C4HJXEM4MW,FUEL SYSTEM,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was not made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available.",Vehicle,2021,JEEP,WRANGLER
11512236,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-01,2023-03-16,1C4HJXEM4MW,GASOLINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was not made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available.",Vehicle,2021,JEEP,WRANGLER
11512236,"Chrysler (FCA US, LLC)",False,False,0,0,2022-10-01,2023-03-16,1C4HJXEM4MW,ENGINE,"The contact owns a 2021 Jeep Wrangler. The contact received notification of NHTSA Campaign Number: 22V767000 (Fuel System, Gasoline, Engine) however, the part to do the recall repair was not yet available. The local dealer was contacted. The contact stated that the manufacturer had exceeded a reasonable amount of time for the recall repair. The manufacturer was not made aware of the issue. The contact had not experienced a failure. VIN tool confirms parts not available.",Vehicle,2021,JEEP,WRANGLER
11511913,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-10,2023-03-15,1C4HJXDG5MW,STEERING,"The contact owns a 2021 Jeep Wrangler. The contact stated while driving 55 MPH over a bump in the roadway, the vehicle began to shake abnormally. The contact stated no warning light was illuminated. The contact stated he decelerated to 20 MPH and the vehicle stopped shaking. The contact experience the failure a total of 6 times. The contact called the local dealer and made them aware of the failure. The vehicle was not diagnosed or repaired. The contact took the vehicle to another local dealer; CR Chrysler Dodge Jeep Ram of Adrian (1211 US-223, Adrian, MI 49221, 517-266-5900) where it was diagnosed with needing the stabilizer steering damper to be replaced. The vehicle was not repaired due to the parts not being available. The manufacturer had been informed of the failure. The failure mileage was approximately 20,000.",Vehicle,2021,JEEP,WRANGLER
11511744,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-28,2023-03-14,1C4JJXR68MW,ELECTRICAL SYSTEM,"On multiple occasions, i have gone to start my Jeep and not been able to turn it on.  It will then lock in an ""on"" position where the engine will not run or shut off.  Has had to be towed twice and Chrystler is not helping.  I am not being told anything other than they do not know what is going on, but say it happens to a lot of these cars.",Vehicle,2021,JEEP,WRANGLER
11511744,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-28,2023-03-14,1C4JJXR68MW,EXTERIOR LIGHTING,"On multiple occasions, i have gone to start my Jeep and not been able to turn it on.  It will then lock in an ""on"" position where the engine will not run or shut off.  Has had to be towed twice and Chrystler is not helping.  I am not being told anything other than they do not know what is going on, but say it happens to a lot of these cars.",Vehicle,2021,JEEP,WRANGLER
11511744,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-28,2023-03-14,1C4JJXR68MW,ENGINE,"On multiple occasions, i have gone to start my Jeep and not been able to turn it on.  It will then lock in an ""on"" position where the engine will not run or shut off.  Has had to be towed twice and Chrystler is not helping.  I am not being told anything other than they do not know what is going on, but say it happens to a lot of these cars.",Vehicle,2021,JEEP,WRANGLER
11511862,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-10,2023-03-14,1C4JJXR67MW,SUSPENSION,"At 45 to approximately 60mph, I have twice encountered the infamous ""Death Wobble"" where hitting a small bump in the road triggers a violent shake of the entire front suspension, steering wheel, and this continues violently until the vehicle is brought to a full stop. A firm hold on the steering wheel is needed to prevent an accident, but this is a serious accident just waiting to happen.",Vehicle,2021,JEEP,WRANGLER
11511524,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-28,2023-03-13,1C4GJXAG8MW,SUSPENSION,"I was driving on Route 80 outside of Des Moines, IA around 75 mph in normal driving conditions. Twice driving westbound and once driving eastbound, I hit an otherwise unremarkable bump/crack in the highway and the  Jeep ‘Death Wobble’ occurred. Having owned a 2012 Wrangler before and with less than 20,000 miles on this Jeep and no modifications, I was quite surprised. After slowing down the wobble stopped. It must have been significant, during the second wobble incident a nearby truck rapidly flashed his lights at me and pulled alongside me and motioned at my front tires.",Vehicle,2021,JEEP,WRANGLER
11511141,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-10,2023-03-10,1C4HJXDG8MW,STEERING,"When driving on the highway any bump in the road triggers the vehicle to shake uncontrollably. (front end and steering wheel)  Problem does not correct itself until I have to get into the emergency lane and fully stop. I feel this is not safe nor something normal. This happens quite often. Too often. Every time I drive. Dealership states that this may be ""damper shock"" not covered by warranty. Any information online that I can find states that this is a common defect in Jeep Wranglers making them unsafe for highway driving if the part is defective.",Vehicle,2021,JEEP,WRANGLER
11511141,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-10,2023-03-10,1C4HJXDG8MW,SUSPENSION,"When driving on the highway any bump in the road triggers the vehicle to shake uncontrollably. (front end and steering wheel)  Problem does not correct itself until I have to get into the emergency lane and fully stop. I feel this is not safe nor something normal. This happens quite often. Too often. Every time I drive. Dealership states that this may be ""damper shock"" not covered by warranty. Any information online that I can find states that this is a common defect in Jeep Wranglers making them unsafe for highway driving if the part is defective.",Vehicle,2021,JEEP,WRANGLER
11511141,"Chrysler (FCA US, LLC)",False,False,0,0,2023-03-10,2023-03-10,1C4HJXDG8MW,POWER TRAIN,"When driving on the highway any bump in the road triggers the vehicle to shake uncontrollably. (front end and steering wheel)  Problem does not correct itself until I have to get into the emergency lane and fully stop. I feel this is not safe nor something normal. This happens quite often. Too often. Every time I drive. Dealership states that this may be ""damper shock"" not covered by warranty. Any information online that I can find states that this is a common defect in Jeep Wranglers making them unsafe for highway driving if the part is defective.",Vehicle,2021,JEEP,WRANGLER
11510622,"Chrysler (FCA US, LLC)",False,False,0,0,2021-12-08,2023-03-07,1C4JJXP65MW,VISIBILITY/WIPER,"Windshield cracked in the winter at less than 8000 miles due to front window defroster being way too hot. Windshield continues to crack and degrade every time the defroster comes on (automatically with remote start) and has made the windshield unsafe due to impairment of visibility.  Jeep denies that there is a problem, though they have been quietly replacing windshields to resolve customer complaints without addressing the safety issue with these.",Vehicle,2021,JEEP,WRANGLER
11510698,"Chrysler (FCA US, LLC)",True,False,1,0,2022-01-28,2023-03-07,1C4HJXDG5MW,AIR BAGS,"In front collision seatbelt did not properly lock from shoulder attachment, causing driver to smack their face on the steering wheel. Also, airbags did not deploy.",Vehicle,2021,JEEP,WRANGLER
11510698,"Chrysler (FCA US, LLC)",True,False,1,0,2022-01-28,2023-03-07,1C4HJXDG5MW,SEAT BELTS,"In front collision seatbelt did not properly lock from shoulder attachment, causing driver to smack their face on the steering wheel. Also, airbags did not deploy.",Vehicle,2021,JEEP,WRANGLER
11510514,"Chrysler (FCA US, LLC)",False,False,0,0,2022-12-20,2023-03-06,1C4HJXDG9MW,SUSPENSION,Death Wobble:  Front suspension shakes uncontrollably after bumps at highway speed. Vibration gets worse and worse unless speed is reduced sharply.,Vehicle,2021,JEEP,WRANGLER
11510137,"Chrysler (FCA US, LLC)",True,False,0,0,2023-02-08,2023-03-04,1C4HJXDNXMW,SUSPENSION,"Beginning in January 2023 with approximately 20,000 miles our leased 2021 Jeep Wrangler began to shake uncontrollably while driving on the highway at speeds over 60 mph. The shaking was so significant that while trying to safely guide the car off the highway my husband was shaken into the guardrail causing damage to the right front bumper. We are horrified that Jeep has had this problem for so long and there's NO public notification of the problem.",Vehicle,2021,JEEP,WRANGLER
11510137,"Chrysler (FCA US, LLC)",True,False,0,0,2023-02-08,2023-03-04,1C4HJXDNXMW,POWER TRAIN,"Beginning in January 2023 with approximately 20,000 miles our leased 2021 Jeep Wrangler began to shake uncontrollably while driving on the highway at speeds over 60 mph. The shaking was so significant that while trying to safely guide the car off the highway my husband was shaken into the guardrail causing damage to the right front bumper. We are horrified that Jeep has had this problem for so long and there's NO public notification of the problem.",Vehicle,2021,JEEP,WRANGLER
11510137,"Chrysler (FCA US, LLC)",True,False,0,0,2023-02-08,2023-03-04,1C4HJXDNXMW,STRUCTURE,"Beginning in January 2023 with approximately 20,000 miles our leased 2021 Jeep Wrangler began to shake uncontrollably while driving on the highway at speeds over 60 mph. The shaking was so significant that while trying to safely guide the car off the highway my husband was shaken into the guardrail causing damage to the right front bumper. We are horrified that Jeep has had this problem for so long and there's NO public notification of the problem.",Vehicle,2021,JEEP,WRANGLER
11509575,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-22,2023-02-28,1C4JJXP63MW,POWER TRAIN,"I was notified of recall ZB7 affecting my 2021 JEEP Wrangler 4xE by phone on February 3, 2023.  During this call I made an appointment with JEEP for the issue to be fixed on February 24, 2023.   On Wednesday, February 22, 2023, two days before my scheduled appointment, the engine of my Jeep failed ~6PM while I was driving on highway 495S near Merrimac, MA (mile 114.8). I was in the far left lane traveling at about 70 mph and lost all power steering, power brakes, everything. The engine completely lost power without warning. No messages, warning lights or other signs of any issue before a total loss of power.   Thankfully, I was able to drift from the left lane, crossing 2 lanes of traffic on a busy highway, to reach the shoulder on the other side of the highway. I did this in the dark without without power brakes and without power steering. I was with my 2 year old son and am grateful that we are both still alive. A loss of engine power at that speed on a busy highway could easily have caused an accident, perhaps fatal for ourselves or others.   After 2 hours stranded on the shoulder of the road, the Jeep was towed by AAA to the Jeep dealership nearest to where I lost power, Bill Deluca Chrysler Jeep Dodge Ram in Haverhill, MA. It has been sitting in the parking lot of that dealership now for 6 days and they claim to be too busy to investigate the issue or perform a recall fix.  The service repair shop at this dealership has been wholly uncooperative and unhelpful.  I have called the manufacturer and am currently awaiting a service appointment at another Jeep dealership. According to Jeep/Chrysler, I am responsible for the out of pocket cost of the tow from the Jeep dealership in Haverhill to the Jeep dealership in Lynnfield. This seems absurd as the faulty vehicle is the reason I am unable to drive it from one dealership to the next. In the meantime, I have now been renting a car for 6 days, paying out of pocket.",Vehicle,2021,JEEP,WRANGLER
11509575,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-22,2023-02-28,1C4JJXP63MW,SERVICE BRAKES,"I was notified of recall ZB7 affecting my 2021 JEEP Wrangler 4xE by phone on February 3, 2023.  During this call I made an appointment with JEEP for the issue to be fixed on February 24, 2023.   On Wednesday, February 22, 2023, two days before my scheduled appointment, the engine of my Jeep failed ~6PM while I was driving on highway 495S near Merrimac, MA (mile 114.8). I was in the far left lane traveling at about 70 mph and lost all power steering, power brakes, everything. The engine completely lost power without warning. No messages, warning lights or other signs of any issue before a total loss of power.   Thankfully, I was able to drift from the left lane, crossing 2 lanes of traffic on a busy highway, to reach the shoulder on the other side of the highway. I did this in the dark without without power brakes and without power steering. I was with my 2 year old son and am grateful that we are both still alive. A loss of engine power at that speed on a busy highway could easily have caused an accident, perhaps fatal for ourselves or others.   After 2 hours stranded on the shoulder of the road, the Jeep was towed by AAA to the Jeep dealership nearest to where I lost power, Bill Deluca Chrysler Jeep Dodge Ram in Haverhill, MA. It has been sitting in the parking lot of that dealership now for 6 days and they claim to be too busy to investigate the issue or perform a recall fix.  The service repair shop at this dealership has been wholly uncooperative and unhelpful.  I have called the manufacturer and am currently awaiting a service appointment at another Jeep dealership. According to Jeep/Chrysler, I am responsible for the out of pocket cost of the tow from the Jeep dealership in Haverhill to the Jeep dealership in Lynnfield. This seems absurd as the faulty vehicle is the reason I am unable to drive it from one dealership to the next. In the meantime, I have now been renting a car for 6 days, paying out of pocket.",Vehicle,2021,JEEP,WRANGLER
11509575,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-22,2023-02-28,1C4JJXP63MW,ENGINE,"I was notified of recall ZB7 affecting my 2021 JEEP Wrangler 4xE by phone on February 3, 2023.  During this call I made an appointment with JEEP for the issue to be fixed on February 24, 2023.   On Wednesday, February 22, 2023, two days before my scheduled appointment, the engine of my Jeep failed ~6PM while I was driving on highway 495S near Merrimac, MA (mile 114.8). I was in the far left lane traveling at about 70 mph and lost all power steering, power brakes, everything. The engine completely lost power without warning. No messages, warning lights or other signs of any issue before a total loss of power.   Thankfully, I was able to drift from the left lane, crossing 2 lanes of traffic on a busy highway, to reach the shoulder on the other side of the highway. I did this in the dark without without power brakes and without power steering. I was with my 2 year old son and am grateful that we are both still alive. A loss of engine power at that speed on a busy highway could easily have caused an accident, perhaps fatal for ourselves or others.   After 2 hours stranded on the shoulder of the road, the Jeep was towed by AAA to the Jeep dealership nearest to where I lost power, Bill Deluca Chrysler Jeep Dodge Ram in Haverhill, MA. It has been sitting in the parking lot of that dealership now for 6 days and they claim to be too busy to investigate the issue or perform a recall fix.  The service repair shop at this dealership has been wholly uncooperative and unhelpful.  I have called the manufacturer and am currently awaiting a service appointment at another Jeep dealership. According to Jeep/Chrysler, I am responsible for the out of pocket cost of the tow from the Jeep dealership in Haverhill to the Jeep dealership in Lynnfield. This seems absurd as the faulty vehicle is the reason I am unable to drive it from one dealership to the next. In the meantime, I have now been renting a car for 6 days, paying out of pocket.",Vehicle,2021,JEEP,WRANGLER
11509609,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-25,2023-02-28,1C4HJXDG8MW,SUSPENSION,"Just got a used 2021 jeep wrangler sport on 2/24/23. Has only 16,000 miles on it. My second day of driving it the car starts to shake violently while going at speeds of 60 or more. It has continued to do this everyday that I have had it. Ive had to slow down and pull over on the freeway just to get it to stop. It feels as if I'm bouncing all over the place and will lose control. I've tried calling to get an appointment to bring it in, being told the wait time is 2 weeks.",Vehicle,2021,JEEP,WRANGLER
11509039,"Chrysler (FCA US, LLC)",True,False,0,0,2023-02-17,2023-02-25,1C4JJXR66MW,ELECTRICAL SYSTEM,The vehicle shut down on its own while driving. All warning lights were displayed. Vehicle was unresponsive and caused a crash. Vehicle is at dealer. I filed a complaint with FCA.,Vehicle,2021,JEEP,WRANGLER
11509039,"Chrysler (FCA US, LLC)",True,False,0,0,2023-02-17,2023-02-25,1C4JJXR66MW,ENGINE,The vehicle shut down on its own while driving. All warning lights were displayed. Vehicle was unresponsive and caused a crash. Vehicle is at dealer. I filed a complaint with FCA.,Vehicle,2021,JEEP,WRANGLER
11508760,"Chrysler (FCA US, LLC)",False,False,0,0,2023-01-06,2023-02-23,1C4HJXEG6MW,STEERING,"Driving on the highway and hit a bump, Jeep started violently shaking/vibrating (Death Wobble), almost lost control with cars on both sides of my Jeep. The vibration after hitting a bump has happen several times the past two months. Jeep dealership states, vehicle needs a new steering damper/stabilizer. The part is on back order, dealerships can only order so many per week due to the demand/problem with Jeeps. It could take 2-3 months to be fixed and vehicle can not be driven. This also happened with my 2018 Jeep Wrangler.",Vehicle,2021,JEEP,WRANGLER
11508760,"Chrysler (FCA US, LLC)",False,False,0,0,2023-01-06,2023-02-23,1C4HJXEG6MW,SUSPENSION,"Driving on the highway and hit a bump, Jeep started violently shaking/vibrating (Death Wobble), almost lost control with cars on both sides of my Jeep. The vibration after hitting a bump has happen several times the past two months. Jeep dealership states, vehicle needs a new steering damper/stabilizer. The part is on back order, dealerships can only order so many per week due to the demand/problem with Jeeps. It could take 2-3 months to be fixed and vehicle can not be driven. This also happened with my 2018 Jeep Wrangler.",Vehicle,2021,JEEP,WRANGLER
11508760,"Chrysler (FCA US, LLC)",False,False,0,0,2023-01-06,2023-02-23,1C4HJXEG6MW,POWER TRAIN,"Driving on the highway and hit a bump, Jeep started violently shaking/vibrating (Death Wobble), almost lost control with cars on both sides of my Jeep. The vibration after hitting a bump has happen several times the past two months. Jeep dealership states, vehicle needs a new steering damper/stabilizer. The part is on back order, dealerships can only order so many per week due to the demand/problem with Jeeps. It could take 2-3 months to be fixed and vehicle can not be driven. This also happened with my 2018 Jeep Wrangler.",Vehicle,2021,JEEP,WRANGLER
11508777,"Chrysler (FCA US, LLC)",False,False,0,0,2022-11-25,2023-02-23,1C4JJXP6XMW,STEERING,"Vehicles tires and steering wheel begins to shake violently at speeds in the 50+ mph range on the highway. Condition occurs after hitting a small bump on the highway. The condition becomes so violent, I have to slow the vehicle from 60+ mph to about 40 mph to stop the shaking. I have taken it in and they replaced the steering dampener and it did not resolve the issue at all.",Vehicle,2021,JEEP,WRANGLER
11508777,"Chrysler (FCA US, LLC)",False,False,0,0,2022-11-25,2023-02-23,1C4JJXP6XMW,SUSPENSION,"Vehicles tires and steering wheel begins to shake violently at speeds in the 50+ mph range on the highway. Condition occurs after hitting a small bump on the highway. The condition becomes so violent, I have to slow the vehicle from 60+ mph to about 40 mph to stop the shaking. I have taken it in and they replaced the steering dampener and it did not resolve the issue at all.",Vehicle,2021,JEEP,WRANGLER
11508777,"Chrysler (FCA US, LLC)",False,False,0,0,2022-11-25,2023-02-23,1C4JJXP6XMW,POWER TRAIN,"Vehicles tires and steering wheel begins to shake violently at speeds in the 50+ mph range on the highway. Condition occurs after hitting a small bump on the highway. The condition becomes so violent, I have to slow the vehicle from 60+ mph to about 40 mph to stop the shaking. I have taken it in and they replaced the steering dampener and it did not resolve the issue at all.",Vehicle,2021,JEEP,WRANGLER
11508470,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-01,2023-02-22,1C4HJXDG0MW,STEERING,"While driving on the highway I drove over a bridge bump and the truck started to wobble uncontrollably forcing me to slow down to 30 miles per hour before it stopped. This happened two times. We brought it to the dealership who replaced the steering damper and it happened again so they adjusted the camber of the alignment and said it should fix the issue.  I have an email from the dealership where we purchased the jeep and the sales manager emailed us back indicating that what the dealership did to correct the issue is correct, but that it is not a permanent fix and that they know of the issue and are not sure how to correct it.",Vehicle,2021,JEEP,WRANGLER
11508470,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-01,2023-02-22,1C4HJXDG0MW,SUSPENSION,"While driving on the highway I drove over a bridge bump and the truck started to wobble uncontrollably forcing me to slow down to 30 miles per hour before it stopped. This happened two times. We brought it to the dealership who replaced the steering damper and it happened again so they adjusted the camber of the alignment and said it should fix the issue.  I have an email from the dealership where we purchased the jeep and the sales manager emailed us back indicating that what the dealership did to correct the issue is correct, but that it is not a permanent fix and that they know of the issue and are not sure how to correct it.",Vehicle,2021,JEEP,WRANGLER
11508470,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-01,2023-02-22,1C4HJXDG0MW,UNKNOWN OR OTHER,"While driving on the highway I drove over a bridge bump and the truck started to wobble uncontrollably forcing me to slow down to 30 miles per hour before it stopped. This happened two times. We brought it to the dealership who replaced the steering damper and it happened again so they adjusted the camber of the alignment and said it should fix the issue.  I have an email from the dealership where we purchased the jeep and the sales manager emailed us back indicating that what the dealership did to correct the issue is correct, but that it is not a permanent fix and that they know of the issue and are not sure how to correct it.",Vehicle,2021,JEEP,WRANGLER
11508500,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-16,2023-02-22,1C4HJXDN6MW,STEERING,"My Jeep steering is extremely loose, and very difficult to keep between the lines on the road.  If the wind is blowing, it is nearly impossible.  My biggest concern however, is the wobble that occurs when on the expressway.  This has now happened to me five times while traveling on the expressway at around 70-75 miles per hour.  The Jeep begins to wobble back and forth and you literally loose all control of steering.  The only way to get it to stop is to push on the brakes and decelerate, but it is terrifying.",Vehicle,2021,JEEP,WRANGLER
11508500,"Chrysler (FCA US, LLC)",False,False,0,0,2023-02-16,2023-02-22,1C4HJXDN6MW,SUSPENSION,"My Jeep steering is extremely loose, and very difficult to keep between the lines on the road.  If the wind is blowing, it is nearly impossible.  My biggest concern however, is the wobble that occurs when on the expressway.  This has now happened to me five times while traveling on the expressway at around 70-75 miles per hour.  The Jeep begins to wobble back and forth and you literally loose all control of steering.  The only way to get it to stop is to push on the brakes and decelerate, but it is terrifying.",Vehicle,2021,JEEP,WRANGLER
